"";"Comp.1";"Comp.2";"Comp.3";"Comp.4";"Comp.5";"Comp.6";"Comp.7";"Comp.8";"Comp.9"
"Gália";1,32502111179975;-0,244300731552956;0,0928296563361327;-0,300290505440261;-0,190188353815668;0,0907972299415931;-0,542985626782235;0,198551363864503;0,043004725092224
"Garça";-1,72896793791516;0,151867715237111;0,441174583850676;-0,069274021510978;-0,0692880255129873;-0,631759552314234;-0,202377905504812;-0,462680427528172;-0,0299610585116737
"Gastão Vidigal";1,38053830658953;-0,0802930535440307;-0,369845571364313;-0,10709687809916;1,23477941328232;0,226443824083814;0,624316976273627;-0,0366372138401286;-0,00714775176494574
"Gavião Peixoto";0,74691376786653;-0,213357848154529;-0,649490926020411;0,195860030635703;0,677301239995308;0,00605319307018795;-0,772947425909053;0,824634994031781;-0,120603121141503
"General Salgado";0,518603052260569;0,20776106150795;0,0641134792223408;0,225367351748051;0,34026582590804;-0,122052151164258;-0,0657360307764096;0,19456865808256;0,0843335893272851
"Getulina";2,103297412659;-0,786951286583788;1,05879925638061;-1,89529861324841;-0,327366907947497;0,226257058700022;0,446081662820679;-0,521598180739546;-0,142492177924174
"Glicério";1,21832087835379;0,0466852971867818;-0,000472625136808805;0,359017258458962;-0,421505926295687;-0,0511581607623521;0,514263572261643;0,0840808284789914;0,0106366720944915
"Guaiçara";0,412526498932513;0,611683720326759;0,7288574604822;-0,0724179409162368;0,192446074792287;0,0593153608061608;0,00752618572525264;0,134688769469969;0,0742134905842564
"Guaimbê";1,59815898157928;0,0233686554876869;0,759412521050658;-1,20516206509517;0,234799040805126;0,218448871748356;0,720893339229109;-0,238639858463182;-0,0232418652113885
"Guaíra";-1,20110278805533;-0,219576152413615;0,876247017800418;-0,975972791770334;0,452007712949374;-0,762536731147723;-0,491879046237872;-0,198531218344464;0,106509764555138
"Guapiaçu";-0,240398525907178;0,30418226486643;0,618720002615366;0,19896575101832;0,0602419381392489;-0,0664046206373092;-0,2741317459067;0,196994572636371;0,108404983901276
"Guapiara";2,13732806705225;-2,94425941056552;-2,85840870732087;1,18730223004279;0,164905142327136;0,240356766704393;-0,512852475864165;-0,474253057784931;-0,0128505028337635
"Guará";-0,894948726064742;1,14698922973914;0,474176054963512;0,544569312368523;0,264354982549839;-0,323788834766432;0,159131748575743;0,137107095061387;0,0890130608336009
"Guaraçaí";1,47585024958507;-0,292412605606757;0,432695307692302;-0,729508917996331;-0,0688937170002506;0,0604041260159642;0,184497011277778;-0,126500366671015;-0,00501408876646191
"Guaraci";1,25383513255037;-0,205262028227413;0,235732629164206;-0,637893177263532;0,762517542708287;-0,0195683314869955;1,23617038015802;-0,412333162429545;-0,00173648265202199
"Guarani d'Oeste";0,85692681429141;0,425545675055574;-0,353645865820167;0,922515146802796;0,851118806191268;0,0889058260593069;0,631953459902816;0,279602473551251;0,0577764617998709
"Guarantã";1,77214884424207;-0,340454490916326;0,643993790503295;-1,62350802850747;0,417078812092023;0,254930500788715;-0,336920612963656;-0,0127519200882132;-0,033837020038615
"Guararapes";-0,562963256560979;0,10275647214431;1,05580144711806;-0,456493877785338;0,127285431130429;-0,358423018580558;-0,386585588018232;-0,0944496924825885;-0,301655131431538
"Guararema";-1,43849434362553;0,00308131087797095;0,424914205616469;0,38402639964754;-0,340219190342708;-0,481517385001358;0,202822764481622;-0,0393400748312468;0,918737375360795
"Guareí";1,80290387706337;-1,05107638197613;-0,642032522093284;-0,376149470102052;-0,977260691280271;-0,12044835729489;1,00111860421495;-0,687107389170694;-0,258064728021934
"Guariba";-1,65890140971223;0,584184014491431;0,718328389168884;0,373836657244863;0,198244017447051;0,032055097164697;0,262579510981593;-0,350143668592987;-0,0284918275575752
"Guatapará";1,45172843299586;-0,0508150930879208;0,481317982842045;-0,472627245384649;-0,793650063028528;-0,0896005489384154;1,03986308444459;-0,267062591328155;-0,0779068396257142
"Guzolândia";1,3653967553476;0,207554246825253;0,671671107328879;-0,709539692530264;0,0209065878744105;0,130327392859082;0,237164430252249;0,0268161034686076;0,0139556464810052
"Herculândia";0,770100452986651;0,311969327440469;0,0444112001717202;-0,0973055971485545;0,893263641095727;0,0993977197562322;-0,347455411556129;0,223989085631187;0,0185687931680512
"Holambra";0,309951649525101;-0,52601405546119;0,638939088778318;-0,955305426891518;-0,992685185598835;1,02083560125676;-1,42334110287986;0,52467911771218;0,272896034610265
"Iacanga";0,0766185191425821;0,381035734056766;0,0810789504666185;0,853490452332868;0,401401573438058;-0,18420090229501;-0,120980898526457;0,564709497918405;-0,0692943266862165
"Iacri";1,77678549812037;-0,458731861193714;0,0694733516713379;-0,871659975429013;0,25713632746465;0,210769760266594;0,1336061160468;-0,148197801187017;-0,0322772188849367
"Iaras";2,79140267671076;-1,08109754805952;-0,63663409919028;-2,11251773521597;-2,14219514168957;-0,178623391723767;0,546927867079882;-0,641705806124402;-0,198770277034975
"Ibaté";-1,03622635369565;0,507989173406437;0,657744533240794;0,374686479943887;0,277936779464129;0,0396810779644656;0,538880872643978;-0,4242490062575;-0,0799394710935166
"Ibirá";0,142944766831912;0,878324954655603;0,592581666502826;0,11154904476781;0,145404135644342;-0,0985257834442197;0,378169488126556;0,0966776186041113;0,113833797620783
"Ibirarema";1,87643948737928;-1,09743062267549;0,157794315774918;-1,33137057288222;1,94528568764285;0,734624486131945;-1,48310583549491;0,239984787908199;0,180113086949598
"Ibitinga";-1,92195025603994;0,0932594515655625;0,381635516653787;0,531356548265684;0,507128167090991;-0,527772250025918;0,0423295251475129;-0,821098013491153;-0,553652492659904
"Ibiúna";-1,0828115953541;-2,25881418764495;-0,683329469214114;0,678713153706132;-2,71880935770306;-1,00986400025217;-1,60151898901946;-1,49321346716513;-0,425717093844676
"Icém";0,855116213830016;0,259355135620718;0,710834921189324;-0,149244901164451;0,052673990727467;0,0222225033050261;0,0791838941913666;0,160739208647344;0,108512386186004
"Iepê";0,870063911060151;0,208774375545861;-0,0115141489395451;-0,102905667141902;0,740101097934565;-0,0495796909493103;0,112947832826958;0,148535521201096;0,0384849919553384
"Igaraçu do Tietê";-1,67045678525856;1,43227765293404;0,168070194179595;0,543643528895952;0,15306295339511;0,949553969446065;-0,0221709621128318;-0,0888221115573844;0,283882001489495
"Igarapava";-1,30767871607989;0,713916591019705;0,610377771822264;0,672966205029257;0,110981161947156;-0,401680446049311;-0,052855816239156;0,126896372894094;-0,0848337676759035
"Igaratá";0,60732594959143;-0,0654945178633608;-0,936915793934698;1,12002036870511;0,652935736827222;-0,0460084650535278;0,0346594239542223;0,228886026102772;0,102659424140703
"Iguape";-0,372189119252878;0,448075857393889;0,506743357638645;0,329264968768663;-0,24993811267657;-0,629553452813968;0,315657264657158;-0,443878116166995;-0,143433813543255
"Ilha Comprida";-0,822494594213353;1,50397457516513;0,703175443012392;1,24911117272755;0,42123054971016;-0,197724255920603;0,0353217863630045;0,608766935073211;0,418688628488567
"Ilha Solteira";-1,86536911812455;0,258672825291354;-0,278019770294552;0,508403943447522;0,507907072332644;-0,912218470070338;0,0849770908145553;0,774725166321207;-0,105158006535416
"Ilhabela";-1,92969568659405;0,85698674501439;0,542371490367888;0,854697810066857;0,346278192739307;-0,561710841591805;0,0219200933497549;0,0341712393803808;0,749376446758699
"Indiana";0,522295043282462;0,487163844150035;-0,477080132572924;1,05920624679996;0,636883936570992;0,089143909926434;0,0829567961191321;0,38302330764718;0,107340137224955
"Indiaporã";1,40952795479666;0,0111262248683648;-0,492872519278141;-0,026238283172022;0,893042499102531;-0,00119598768413086;1,47600183349575;-0,242119730579448;-0,0708202309549679
"Inúbia Paulista";0,810279858208276;0,307610560515441;-0,0758800405589007;0,354666313689711;0,702813274795096;0,277160426328499;-0,304924242531166;0,428793374737694;0,134888527301045
"Ipaussu";-0,524399870831019;0,909734373207688;-0,0336805147417039;0,884253386396153;0,419446931721277;-0,0501154379241308;-0,0636311150799049;0,403147040688559;0,0415244042839502
"Iperó";-1,12424230390619;0,300877344568476;-0,944933147587962;1,05794557635987;-1,73445848480558;0,0678653551755024;-0,4375861289235;-0,0871841072641737;0,00985045116104924
"Ipeúna";1,47530454130458;-2,11301770464843;-3,50527999641965;2,45426640290393;4,20469984096759;0,611609642962357;0,0125635268181195;0,242399949425319;0,112527993415024
"Ipiguá";1,4844336350048;-0,191031045121402;-0,183915114996018;0,276257821029511;-1,35267994326092;-0,0139675168940144;0,533914346961518;-0,0380784566017757;-0,00559261067086964
"Iporanga";0,790384836284204;0,184351044813552;-0,94627889917004;1,55855570431322;-1,39086521702553;-0,464311219574318;-0,446441419343142;0,527219931281764;0,152326471300729
"Ipuã";0,465936643956057;0,273147622629595;1,24630848698444;-0,937544334665366;0,497648662194251;0,0774657018012235;-0,603986792111352;0,124424899563394;0,173025767639441
"Iracemápolis";-1,64473084076296;1,29201098878875;0,0401390235508026;0,641312409494744;0,201792357583521;0,414258053331137;0,0455643542283769;0,35347013067033;0,0772188040261926
"Irapuã";1,26136914638844;0,0398198405948708;0,0646650837218092;-0,548747542700015;0,763288874604757;0,149229708317019;0,793807741105436;-0,197164642722244;-0,0614948101780059
"Itaberá";1,39139626867763;-0,826713058215031;-0,0204595308443168;-0,624395123932588;-0,613120165437711;-0,183851560612198;0,674612109089553;-0,563836641006003;-0,279836612488614
"Itaí";0,477407956472468;-0,63969613286888;0,607664533940348;-0,844181882193361;-0,201682711336216;-0,230587379358553;-0,869209161731035;-0,152309028648779;0,051366056392818
"Itajobi";0,411604770878925;0,431158621846291;0,574596661546175;-0,21998572394055;-0,457950315905443;-0,298065799260735;0,950054413528265;-0,238110042493801;-0,0552172375191957
"Itaju";1,72636904365506;-0,423762541964522;-0,0783046727200195;-0,11776672218566;-0,12406182573949;0,121732277379815;0,346853568594113;0,0143183900263664;0,0140492125284535
"Itanhaém";-4,32796076494462;-0,908659772270488;0,784458622675188;0,513811650307684;0,361663466829802;-1,14622022742614;-0,251203199342965;-1,77680862387418;0,645704025769548
"Itaóca";1,70527823843323;-0,938554904945168;-1,91365528911873;1,30157656437835;-0,262992822297536;-0,0394814592480529;0,0796702777313725;0,140905445190754;0,0359644840590176
"Itapeva";-2,78384070484359;-1,73554778654259;0,52730982072699;-0,7191729375317;-0,0600084756384985;-1,52576213948271;-0,526453028717288;-1,93167611542103;-0,251280806395938
"Itapira";-3,55469842145007;-1,19515932446118;0,382767420995878;0,346631889165003;0,300084339572491;-0,773477300819022;-0,323340767666435;-0,542998428762587;-0,285017446493627
"Itapirapuã Paulista";1,72057413763042;-0,82094819662922;-0,909549785410264;0,909074392156637;-1,36041635962672;-0,107004465043988;-0,474498188065073;0,259171185224112;0,0897865849263178
"Itápolis";-0,908699666649532;-0,111813804004164;0,545305356828103;-0,306222239886976;0,1701842538927;-0,579254022862419;0,293841794433573;-0,569012489255016;-0,487966601956054
"Itaporanga";0,427250985037199;0,0263461589687081;-0,405963805798224;0,815087510782764;-0,101407147207547;-0,224050044345677;0,0886809967220971;-0,00755886658582648;0,0526352152838471
"Itapuí";-0,698100793009407;1,24788721059506;0,473254973682674;0,475638570824881;0,183297320633552;0,123553178040583;-0,432699346602871;0,579395702938855;0,0961346047561703
"Itapura";0,994002045280648;0,633487472395223;0,437232944366607;-0,552651212194969;-0,570867235244607;-0,172997838800264;0,0606871932815976;0,205598236726773;0,0677449212900811
"Itararé";-1,26907499342147;-0,387636857705092;0,394625607604773;0,513699366753291;0,631684731549357;-0,571059429800362;0,133572937477145;-0,885649965006143;-0,223731167678464
"Itariri";0,791590267481053;-0,155649007526735;0,278157279551963;0,0349133217395212;-1,4333002893738;0,0264372481339843;-0,469449355090056;-0,0999891810686818;0,0419874054939858
"Itatinga";0,657687835717594;0,0834181575752811;1,21369587629039;-1,00018062361883;0,0612539993725046;-0,171304886602032;0,672525770239602;-0,418432984945103;-0,0387463108177533
"Itirapina";0,76025901230088;0,0266885428692186;1,38092595882746;-1,18463347578146;0,0362376218195168;0,04626021501048;-0,203311241097458;-0,125218091529544;0,0633665619939073
"Itirapuã";1,26020614874914;-0,13669582876609;0,775420662513163;-0,898103085928987;0,178321406872966;0,423252238863226;-1,47847127053513;0,44822104370564;0,214877091726212
"Itobi";0,600042573987605;0,836435596723231;0,743554089676817;-0,742937300106334;0,00323333009792554;0,236182975971436;-0,664066544087497;0,300825225927899;0,0955895177073065
"Itupeva";-3,38591664236514;-0,622569691516234;0,119832886273147;0,453290291086905;-0,532875159042523;0,0965675052092994;0,0911435178695442;0,627628934205867;-0,648279154980236
"Ituverava";-1,60032913344389;0,265739324822446;0,780241887841591;0,455724015829419;0,103939483824308;-0,682575910119616;0,169337438329667;-0,417010926657826;0,165189575819497
"Jaborandi";1,17520839049547;0,437967209852085;1,23997016293614;-1,28063123921017;0,227115658384464;0,151405353871007;0,392653240713708;-0,0760707641551959;0,0445391742362279
"Jaboticabal";-3,64170229080941;-1,10377501673746;0,252813046793303;-0,120147969680456;0,54683490307079;-1,24607354863148;0,252792988594235;-0,901091350236017;-0,0980967866873207
"Jaci";0,198558819984712;0,855782475323588;-0,27643141801989;0,937183963712152;0,234559136390275;-0,0809007090010913;0,261568686694625;0,443998397676425;0,0181906528583439
"Jacupiranga";2,31132822704633;-2,97190215112724;-2,64013374370151;0,807179656213136;1,29245513211478;0,298967289061864;-0,00570985601996293;-0,568985148831589;-0,14694214458659
"Jaguariúna";-5,03763141292468;-0,91109986921122;-0,372207376893698;-0,754014293779381;-0,148081840381073;-0,0303021701218629;0,572405606162951;1,20426713221877;-0,0286378195387836
"Jales";-1,98455549006944;-0,12539400831542;-0,149567093240904;0,691164362631292;0,67115607474817;-0,154325000265326;0,0420845325362714;-0,557899332179839;-0,306187690871367
"Jambeiro";0,438030585380581;-0,474823550953202;-1,36720986865001;1,51789055197878;-1,72178973046786;-0,429271903107808;-0,5253213971524;0,986052075618569;-0,198084592005671
"Jardinópolis";-1,51347766158651;0,550651656403591;0,420006857088466;0,1000229910145;0,309884378548172;-0,462095344890713;-0,27097729895591;-0,345962397542714;-0,00584242189183085
"Jarinu";-0,868982645429008;0,161394838078971;-0,257890800038945;1,14192546883808;-0,480418758193506;0,0643290940487822;-0,326426376863619;0,117101530352861;0,102369401400922
"Jeriquara";1,09544170587133;0,353825416273753;0,540203012772384;-0,541803454246524;-0,129333286397295;0,109033089725686;-0,619884995767483;0,432045696013113;0,126984084924566
"Joanópolis";-0,0290676500963915;0,679576558651539;0,146858801560959;1,03515062001171;1,34719223518142;0,0203400987611772;0,233531231017351;0,240605471830668;0,0647541359162956
"João Ramalho";2,07752684464609;-0,601899574448314;0,356420994360997;-1,18021305637743;0,780069843736471;0,312998425055971;0,537994185227033;-0,240529712087464;-0,0225578733674896
"José Bonifácio";-1,2423539128667;0,140229145673529;0,684363196687366;0,207222425299388;0,0100177474196343;-0,559303320882664;-0,341258056224817;0,207377973114718;-0,421994475870612
"Jumirim";0,587403173815092;0,267278811405956;-0,698064888181017;1,60917231348349;-1,4554268680545;-0,0722898114910829;-0,502001886656637;0,651666221456266;0,194543657483742
"Junqueirópolis";0,190897990297427;-0,0547207856609299;-0,12154738972301;0,751288578588756;0,251250566128505;-0,198120181334325;0,372826268818636;-0,124302548847124;-0,0727408667104564
"Juquiá";1,02380807941659;-0,767656646102328;0,0602031611573285;-0,182792159349618;-1,03911553762687;-0,223951429401445;-0,257709695325011;-0,328809388980991;0,0261618487365118
"Juquitiba";-1,01102473066419;0,717682492890505;-0,100037443462652;1,26492146565761;-0,770432852693037;-0,538995502559065;-0,509904142946671;-0,0543725953182235;0,0207314859921831
"Lagoinha";1,28791091856825;-0,1142223539948;-0,28474639731691;0,406952365513014;-0,8707766839808;-0,0681374238120139;-0,177350685609833;0,222299394253046;0,0487049985911496
"Laranjal Paulista";-0,940185998842027;0,353157603649881;0,0796698892966055;1,14864706964732;0,355555309564382;-0,203058381226815;-0,107902305062651;0,108321426816099;-0,0142793418645044
"Lavínia";1,69226993498333;-0,130656196849794;-1,29433886507475;-1,13724664569381;-2,00084334840006;-0,554329484444656;0,0920975969830901;-0,296679213247952;-0,131677761536671
"Lavrinhas";0,258899631821828;1,15505906066818;0,657066860559991;0,277429352289673;-0,0421799068650263;-0,0559391030608946;0,64695384477351;0,187629609051149;0,0559309296626635
"Leme";-4,61137916338432;-0,877535066674199;0,48865952197955;-0,0276780464108494;0,103590729245864;-0,519973258265531;-0,163329094982638;-1,70003732313881;-0,26637963933709
"Lençóis Paulista";-3,45578222069413;-0,998626468891799;0,485721806794103;-0,666995307078825;0,426210924273432;-1,2804211476751;-0,196543732822294;-0,0562891274425299;-0,400724731578475
"Lindóia";-1,99388319149408;6,4053176070322;-7,05897812147166;-5,26655481162756;0,223602829544547;-2,07446388740726;-0,397853537664383;0,0251367328136886;-0,133524301972984
"Lins";-3,80616535557356;-0,563939848636552;-0,0616770115696421;0,166002744491488;0,605089215975603;-0,837928053613492;-0,122778239434484;-0,363482484175511;-1,27753709346463
"Lorena";-3,86964083810577;-0,546845444183403;0,340267649061184;0,585222401773367;0,343818125400173;-0,256506081295909;-0,425292626864474;-1,37559481577774;-0,674477989358865
"Lourdes";1,54769842745814;-0,106470322969834;-0,13883891796649;0,0795638576258689;0,434756147110564;0,11628790898326;1,26889356378482;-0,144586397679017;-0,00257980267951788
"Louveira";-8,93801048190967;-4,26631451655402;-0,489831699436825;-2,12600018123883;-0,78062115337548;2,06291546363374;2,14990583372034;5,41144448821423;-3,14123451228397
"Lucélia";-0,589842294014135;0,639684363526796;0,268344080274081;1,08275956241204;-0,0729737970247623;-0,147844139015304;0,0019682891347691;0,0978502678148195;0,0898360147275917
"Lucianópolis";2,19655521278038;-0,852655177395475;0,583318462113776;-1,3796321741452;0,470934310480779;0,517185273407465;-1,33866225815994;0,297106513749173;0,180809211567121
"Luís Antônio";0,0305195277687042;0,129535731523715;0,698686411547795;-0,866222081151868;0,846832311382225;-0,130238816463608;-1,14731752696483;0,809136191113601;0,0944103850607132
"Luiziânia";0,496092090751897;0,847554049474718;0,531916915535658;-0,00565435471612774;0,360463687597708;0,0816039182814357;-0,554202575198306;0,503087151443353;0,158584974741187
"Lupércio";1,24652354460858;0,611006332187386;0,0317340522957385;-1,89619398561057;0,403127967393619;0,0730117733010844;-0,931518133959307;0,240962190864449;0,102481459088499
"Lutécia";1,6491490828121;0,129319286331276;0,550509123146814;-0,745470629995217;-0,322807480497646;-0,0120931582587956;0,800037849953831;-0,101099056333684;-0,0392034781189618
"Macatuba";-0,834998458265987;0,657775067285061;0,645949993223014;-0,266526436028135;0,418020618649911;0,00233909590235881;-0,980408530765559;0,814624366870506;-0,0603641338466766
"Macaubal";0,591029814754334;0,538660713037579;0,0640898969372523;0,4411816389783;0,433455259843499;-0,00595300618803847;0,576560558148024;0,10000255349599;-0,00194169709021087
"Macedônia";1,65384657791438;-0,0489993185665929;0,287188200878649;-0,36300672156321;-0,39434024080735;-0,00510418445110648;1,06552985639438;-0,196592178549923;-0,0705882788960195
"Magda";2,0164399746673;-0,410639867664651;0,5843162789378;-1,27383215736383;0,342212370023818;0,274944426081773;0,259459006928577;-0,119099997075392;0,0180906921941613
"Mairinque";-2,43078333891694;0,0819524368713964;-0,233681695209194;0,732869343510627;-0,819291852728917;0,117603204607884;-0,328589049857335;-0,249768140571227;0,000167393820597571
"Mairiporã";-4,05937492227963;-0,700210391315969;0,197853051672894;0,680448811455628;-0,478107602089657;-0,103060036528678;-0,411082271372248;-1,43688625613386;-0,140733041447206
"Manduri";0,881513697393528;0,306863667879237;0,80462893238638;-1,10904186953875;0,0665042499916438;0,258883482193076;-1,52949694631957;0,403988644040037;0,163347230428019
"Marabá Paulista";2,32235443112922;-0,883924759121034;-0,991591248772634;-0,0209116401500135;-1,94444954511137;-0,334672914543969;1,6692409084826;-0,584257434698595;-0,226887761149811
"Maracaí";0,17660948313231;0,416947996368616;0,936579293095063;-0,505717431967076;0,105666012926746;-0,0984334081352202;-0,727031272081516;0,450093497860762;-0,0306260037007408
"Marapoama";1,57420461647448;0,00168569643051952;0,795090246713086;-1,55925431365018;0,0516412167727884;0,316696362055089;-1,20955506324417;0,399208938591576;0,176285612946601
"Mariápolis";1,17676001246496;0,26192280539111;0,00456496295760188;0,0769017004297944;0,00505840295864191;0,0354271312436729;0,339657440263762;0,124461834710643;0,0140199721073915
"Marinópolis";1,80544721357907;-0,0811203303150233;0,669612486407955;-1,01660827728835;-0,292697738479221;0,266167851589463;0,486445261948819;-0,0827892879867292;0,0162435164567246
"Martinópolis";-0,265273661617271;0,226453160107339;0,422985448052728;0,469975826228551;-0,11250354729808;-0,453610561187385;-0,280020336138847;-0,0683534385428213;-0,00252253162952716
"Matão";-5,71795410238273;-2,83018721709875;0,64886972029769;-1,76771511165628;0,175079496858919;-1,08724309830112;-0,203102225678675;2,11967061856081;-3,36827873890158
"Mendonça";2,05624755219441;-1,00893744345943;0,00880108469466684;-1,00386208440208;1,02255715280525;0,530135334067403;-0,681304265445373;0,0631415446031767;0,129762253193364
"Meridiano";1,69245567302586;-0,438000441674465;-0,124379181156978;-0,088392408987355;-0,425463484026114;0,0536258346379377;0,478482266546557;-0,045621202213092;0,0312586742683347
"Mesópolis";1,92311468697037;-0,120418223172441;0,0110251675674762;-0,854216755293681;-0,0550022853340345;0,0584367343040363;1,16594861997961;-0,268075978741813;-0,0968721091226401
"Miguelópolis";0,485617701358905;-0,107594560390552;1,38183468209647;-1,44259676570683;0,403815349319437;-0,044318849100321;-0,658515464468144;-0,158996346322709;0,166542763711446
"Mineiros do Tietê";-0,174064339335933;1,19157597452006;0,749102720911839;0,39871051732497;0,18410970726453;0,0376881636024021;0,122408179311008;0,208062492401965;0,0509667919183128
"Mira Estrela";1,55380519199222;-0,507500736951071;-1,10424161751365;0,622310590996643;-0,0163839151471832;-0,0621320243804159;0,393756579835421;0,0839801778794691;0,0867566237140771
"Miracatu";2,22007045438659;-2,51425367393353;-1,33805715727542;-0,235531296990518;-0,2173368595543;-0,00573225169187842;0,697315338305483;-0,944388104645022;-0,165918666893079
"Mirandópolis";-0,524437238713029;0,554319938913837;0,698093474158736;0,319262105570893;-0,121620956656724;-0,462184206814122;0,00569557810358462;-0,266509915785177;-0,055520953714209
"Mirante do Paranapanema";0,988085772579734;-0,90306385146378;-1,08800952992575;1,16001751350964;-0,577223980220524;-0,35105902538629;0,334123481518813;-0,307850046244518;-0,0121517806768861
"Mirassol";-2,92112556929812;0,15470565226344;0,184143798047826;0,666235724656736;0,313659205258918;0,311650884956199;-0,161505370877983;-0,628849371049124;-0,203235361976301
"Mirassolândia";1,16363859003734;0,420445814610185;0,422146511170303;-0,231206953759292;-0,289433439907136;0,0372080424463364;0,621783609988729;0,0151506990038003;-0,0101893129785188
"Mococa";-2,56459807829062;-0,580791064841013;0,435221367062949;-0,140872434096342;0,243012578374589;-0,860906437218072;-0,671189815709238;-0,856192799277165;-0,615971113111463
"Moji Mirim";-5,00559796485534;-1,99528362942081;0,184570996602683;-0,266948562311335;0,211025890657124;-1,13250257265179;0,0313259587837678;-0,601473145257662;-0,596987757056544
"Mombuca";0,814954419583912;0,737873917701452;0,340307144306757;0,0499580737185714;-0,394753327841703;-0,129298803830913;0,660340588001518;0,15597091588083;0,109906773410443
"Monções";1,49094064346914;-0,797980822069849;-0,106743016712213;-0,393349111849132;1,44448985688193;0,543062122540901;-1,78969825445407;0,799018860326;0,181970325455612
"Mongaguá";-3,22934093557628;0,509512506533756;0,207910222506436;0,599365179255524;0,0944414068027102;0,954631382219118;-0,0252094180490023;-0,682332622402623;0,714334521464724
"Monte Alegre do Sul";0,438104428251702;0,146304923508264;-0,523251634963999;1,45591802036842;-1,65923989319292;-0,0349066365177829;-0,375835030030706;0,465473189395905;0,145230757213036
"Monte Alto";-2,43291174984897;0,180369950843149;0,378191441670307;0,477173424066583;0,172628801291899;-0,273577426568096;-0,028128275068684;-0,325391576862234;-0,225662794173247
"Monte Aprazível";-0,321292231503546;0,185567313823919;0,675155180372978;-0,261294831827245;0,322135623320391;-0,100838344604142;-1,0021734758672;0,333472334465422;-0,0916925861812531
"Monte Azul Paulista";-0,139484284209874;0,352756861847378;0,614286460422244;-0,693632338902883;0,387023123103229;0,101151954416255;-0,542180405609163;0,095353552972938;0,0770751326444878
"Monte Castelo";1,83095179508901;-0,801947198066682;-0,650899922087659;-0,109253032587333;0,998778462617205;0,293303759641227;0,188328013423304;-0,0121363324141278;0,0175017007907216
"Monte Mor";-2,97602623984466;-0,313091219458557;0,273311157538649;0,633466859183505;0,165884691111055;0,111793416264016;-0,265707135951445;-0,192223279235383;0,0674657469772262
"Monteiro Lobato";2,04065356083399;-1,21686649408374;-1,48843585920335;1,06339457121023;-1,34462943644398;-0,116771266379145;0,337435816631553;-0,0448353281650612;-0,0383287594313943
"Morro Agudo";-0,804608507324276;0,246014157543707;0,628573932846665;-0,870326589790322;0,386713848718953;-0,715267671745506;-0,145902197673668;-0,0764556933681419;-0,00236337849239385
"Morungaba";-0,564520387974248;0,967918870885913;0,0205203918565229;1,13790249488948;-0,239781442487557;0,00617870439535209;-0,0259733778405824;0,515320361862641;0,0295719769529579
"Murutinga do Sul";1,6098123437753;-0,392212426952538;-0,393881904994002;0,325315776398624;-0,951626058196357;-0,0516781672721539;0,302774528134704;0,0300995587050193;-0,00129543975316648
"Nantes";1,24364096678111;0,44837123642201;0,00972584168713091;-0,766567169896983;0,647840726043633;-0,0282601585745584;0,358611576047254;0,126526436338021;0,000497819254746294
"Narandiba";0,414438518199314;0,370627475078979;-0,409826305292615;1,14405879082285;-0,558391746514642;-0,33920578285038;0,124749455883078;0,669243696015082;-0,0818791966213052
"Natividade da Serra";1,78707253268599;-1,05786870914425;-0,927969018955982;0,773807122984061;-1,86216505499121;-0,215885633961368;-0,513120048321998;0,120393975871623;0,0868063031231528
"Nazaré Paulista";-0,511158342057527;1,40000419272568;-0,401525362531187;0,258305229079569;-0,417151702991382;-0,493088695993984;-0,0372353400381981;0,131199586135241;-0,0268265129499177
"Neves Paulista";0,589714490282479;0,446366784557794;0,173868291566566;0,0770554899227032;0,573288161029465;0,115569531235844;0,150832217325792;0,13997067740266;0,0255910565704671
"Nhandeara";0,733979773077399;0,0645122268664334;0,0625447819047959;0,340393091791014;0,0877661868758763;-0,0512944842944688;0,235236848925307;0,0699243190624554;-0,0517674044230341
"Nipoã";1,19108382662286;0,149433149388036;0,298397792019073;0,0564417371923731;0,622823218418519;0,237798240528857;0,928485145713612;-0,037646469821303;-0,0129856235896938
"Nova Aliança";0,659982441508654;0,57256306140431;0,268683751608124;0,480071539202501;-0,143098511306044;-0,0472208532379664;0,407825091150204;0,224883457421498;0,0173951628937756
"Nova Campina";1,02028351605621;-0,0618663433571238;-0,00375882189728791;0,177573542064516;-0,931769347417474;-0,155189392148942;-0,0519681704064159;0,121027505411424;0,0367677427049493
"Nova Canaã Paulista";2,45751535200458;-1,18843239249781;-1,42616310483008;0,541887457237949;-1,68060151616249;-0,135904844870719;1,64229231669837;-0,478358038051364;-0,17092258572833
"Nova Castilho";1,76992464517061;-0,237773244009798;-0,185850559863927;-0,0996598611390854;-0,754727169328124;-0,0707164073303734;0,484601796606011;0,0574786253576932;0,0152253143935235
"Nova Europa";-0,0757525421265714;1,0534638441064;0,414122387404843;0,611704429604892;0,19768973130301;0,0336201918628186;0,429595988112012;0,260906797517244;0,0554646128144888
"Nova Granada";0,0487645967527107;0,542020888953684;0,596497858641907;-0,17445297844932;0,379611539443045;-0,103862018146188;-0,268440506618285;-0,0338480850288929;-0,0669246517446808
"Nova Guataporanga";0,575042243995064;0,549773190228525;-0,463695868716654;0,959597500541561;0,6571739959912;0,322372344308497;0,29269312994134;0,381729552793993;0,146025135928938
